SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
25430,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-06-2016 08:00,0
25431,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-06-2016 08:00,0
25432,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-06-2016 08:00,0
25433,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-06-2016 08:00,0
25434,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-06-2016 08:00,0
25435,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-06-2016 08:00,0
25436,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-06-2016 08:00,0
25437,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-06-2016 08:00,0
25438,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-06-2016 08:00,0
25439,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-06-2016 08:00,0
25440,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-06-2016 08:00,0
25441,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-06-2016 08:00,0
25442,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-06-2016 08:00,0
25443,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-06-2016 08:00,0
25444,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-06-2016 08:00,0
25445,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-06-2016 08:00,0
25446,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-06-2016 08:00,0
25447,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-06-2016 08:00,0
25448,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-06-2016 08:00,0
25449,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-06-2016 08:00,0
25450,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-06-2016 08:00,0
25451,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-06-2016 08:00,0
25452,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-06-2016 08:00,0
25453,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-06-2016 08:00,0
25454,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-06-2016 08:00,0
25455,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-06-2016 08:00,0
25456,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-06-2016 08:00,0
25457,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-06-2016 08:00,0
25458,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-06-2016 08:00,0
25459,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-06-2016 08:00,0
25460,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-06-2016 08:00,0
25461,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-06-2016 08:00,0
25462,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-06-2016 08:00,0
25463,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-06-2016 08:00,0
25464,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-06-2016 08:00,0
25465,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-06-2016 08:00,0
25466,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-06-2016 08:00,0
25467,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-06-2016 08:00,0
25468,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-06-2016 08:00,0
25469,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-06-2016 08:00,0
25470,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-06-2016 08:00,0
25471,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-06-2016 08:00,0
25472,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-06-2016 08:00,0
25473,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-06-2016 08:00,0
25474,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-06-2016 08:00,0
25475,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-06-2016 08:00,0
25476,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-06-2016 08:00,0
25477,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-06-2016 08:00,0
25478,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-06-2016 08:00,0
25479,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-06-2016 08:00,0
25480,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-06-2016 08:00,0
25481,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-06-2016 08:00,0
25482,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-06-2016 08:00,0
25483,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-06-2016 08:00,0
25484,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-07-2016 08:00,0
25485,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-07-2016 08:00,0
25486,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-07-2016 08:00,0
25487,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-07-2016 08:00,0
25488,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-07-2016 08:00,0
25489,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-07-2016 08:00,0
25490,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-07-2016 08:00,0
25491,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-07-2016 08:00,0
25492,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-07-2016 08:00,0
25493,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-07-2016 08:00,0
25494,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-07-2016 08:00,0
25495,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-07-2016 08:00,0
25496,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-07-2016 08:00,0
25497,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-07-2016 08:00,0
25498,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-07-2016 08:00,0
25499,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-07-2016 08:00,0
25500,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-07-2016 08:00,0
25501,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,09-07-2016 08:00,0
25502,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-07-2016 08:00,0
25503,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,10-07-2016 08:00,0
25504,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-07-2016 08:00,0
25505,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,11-07-2016 08:00,0
25506,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-07-2016 08:00,0
25507,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,12-07-2016 08:00,0
25508,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-07-2016 08:00,0
25509,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,13-07-2016 08:00,0
25510,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-07-2016 08:00,0
25511,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,14-07-2016 08:00,0
25512,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-07-2016 08:00,0
25513,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,15-07-2016 08:00,0
25514,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-07-2016 08:00,0
25515,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,16-07-2016 08:00,0
25516,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-07-2016 08:00,0
25517,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,17-07-2016 08:00,0
25518,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-07-2016 08:00,0
25519,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,18-07-2016 08:00,0
25520,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-07-2016 08:00,0
25521,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,19-07-2016 08:00,0
25522,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-07-2016 08:00,0
25523,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,20-07-2016 08:00,0
25524,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-07-2016 08:00,0
25525,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,21-07-2016 08:00,0
25526,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-07-2016 08:00,0
25527,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,22-07-2016 08:00,0
25528,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-07-2016 08:00,0
25529,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,23-07-2016 08:00,0
25530,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-07-2016 08:00,0
25531,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,24-07-2016 08:00,0
25532,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-07-2016 08:00,0
25533,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,25-07-2016 08:00,0
25534,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-07-2016 08:00,0
25535,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,26-07-2016 08:00,0
25536,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-07-2016 08:00,0
25537,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,27-07-2016 08:00,0
25538,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-07-2016 08:00,0
25539,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,28-07-2016 08:00,0
25540,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-07-2016 08:00,0
25541,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,29-07-2016 08:00,0
25542,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-07-2016 08:00,0
25543,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,30-07-2016 08:00,0
25544,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-07-2016 08:00,0
25545,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,31-07-2016 08:00,0
25546,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-08-2016 08:00,0
25547,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,01-08-2016 08:00,0
25548,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-08-2016 08:00,0
25549,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,02-08-2016 08:00,0
25550,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-08-2016 08:00,0
25551,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,03-08-2016 08:00,0
25552,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-08-2016 08:00,0
25553,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,04-08-2016 08:00,0
25554,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-08-2016 08:00,0
25555,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,05-08-2016 08:00,0
25556,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-08-2016 08:00,0
25557,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,06-08-2016 08:00,0
25558,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-08-2016 08:00,0
25559,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,07-08-2016 08:00,0
25560,KALVAPALLY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,BELUGUPPA,-,-,Pennar,Pennar,-,-,-,Pennar,14.64000000,77.28250000,08-08-2016 08:00,0
