"File","SizeMB","SHA256","Path","Status"
"ap_reservoir_level_1970_2025.csv","22.662","6E14DFAE143FAAF9D42B3AD48C03A5EEF7D5BB142D6B5A1CCBCE312285C75B6E","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\reservoir\ap_reservoir_level_1970_2025.csv","AVAILABLE"
"ap_reservoir_level_2026_2030.csv","0.142","5F7B1240885BBAA57B6F3255C6CB8C79A870AE872E37151D20322A62BF001528","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\reservoir\ap_reservoir_level_2026_2030.csv","AVAILABLE"
"ap_reservoir_storage_1970_2025.csv","17.333","B2B5B7AA5383A223EFC39B4DC382777B57CE92CFB38762DF15861DA49EF07FAE","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\reservoir\ap_reservoir_storage_1970_2025.csv","AVAILABLE"
"ap_reservoir_storage_2026_2030.csv","0.12","D5B91824751F8F9A53968E3F8157F0A7D7191B624C6D1F9C85D365CFE660C44A","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\reservoir\ap_reservoir_storage_2026_2030.csv","AVAILABLE"
"ap_river_discharge_2001_2025.csv","9.462","B4A42D9CD867F3F876CD4FB422A8801B17A3EE64B41A47529149909152002BC0","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\river\ap_river_discharge_2001_2025.csv","AVAILABLE"
"ap_river_discharge_2026_2030.csv","0.011","30BCF2433B6FF3EEACF6876D7B0FE0D917A6793CBF0043C824A5B7A6320964C4","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\river\ap_river_discharge_2026_2030.csv","AVAILABLE"
"ap_river_velocity_discharge_2021_2025.csv","0.162","30248FAF7A8DFAD47F7B963458F06E297E68A64F07FB368A363C885CCEF71C5C","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\river\ap_river_velocity_discharge_2021_2025.csv","AVAILABLE"
"ap_scada_water_discharge_2023_2025.csv","211.975","FD351D06183ABA3A829575D8D65CB2EA48CA7780A6070113DF6C094E9905F555","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\scada\ap_scada_water_discharge_2023_2025.csv","AVAILABLE"
"ap_scada_water_discharge_2026_2030.partial.csv","27.79","20EA524D787D78B9C42D598FB551CB9653F5AFA320D0992E421C67D2E6C4AC81","D:\simras-digital-twin-repository\simras-digital-twin\backend\data\official\dam\hydrology\scada\ap_scada_water_discharge_2026_2030.partial.csv","DEFERRED_PARTIAL"
