asset_id,asset_code,asset_name,icao_code,canonical_airport,runway_length_m,runway_width_m,runway_surface,pavement_strength_raw,aerodrome_elevation_ft,arp_coordinates_raw,runway_strip_dimensions_raw,resa_dimensions_raw,runway_slopes_raw,runway_end_records,evidence_available,source_authority,source_system,source_version,source_url,source_sha256,feature_version
195,AP_AIR_AAI_KADAPA,Kadapa Airport,VOCP,Kadapa Airport,2515.0,45.0,Asphalt,58/F/C/W/T Asphalt,444.0,143047N 0784620E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOCP-en-GB.html,621209A2AF2BFECEF84244D882360C0256D0F16C944BB25ED25CA9669CB1D92A,ap_airport_engineering_v1
196,AP_AIR_AAI_KURNOOL,Kurnool Airport,VOKU,Kurnool Airport,2000.0,30.0,Asphalt,21/F/C/W/T Asphalt,1129.0,154253N 0780947E,,,0.649% ; 0.339% ; 0.736% ; 0.8% ; 1.5% ; 1.2%,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOKU-en-GB.html,382DC49DCC7AB054AC7F8772FDE8FA8E1B0C92B30E567BC629BA083B8F66A5BF,ap_airport_engineering_v1
193,AP_AIR_AAI_RAJAHMUNDRY,Rajahmundry Airport,VORY,Rajahmundry Airport,3165.0,45.0,Asphalt,61/F/C/W/T Asphalt,156.0,170634N 0814910E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VORY-en-GB.html,DEA1F59D13354C8BE981A0C803F6BF75C8CC0F38284B7F3B243AEE6386F63B0C,ap_airport_engineering_v1
205,AP_AIR_VOTP,Tirupati Airport,VOTP,Tirupati Airport,3810.0,45.0,Asphalt,95/F/C/W/T Asphalt,366.0,133759N 0793231E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOTP-en-GB.html,14CC8EF3A660B3286D9ABE2B6B72538B01EBBC4A7E88B84E60EF646375A1B122,ap_airport_engineering_v1
194,AP_AIR_AAI_TIRUPATI,Tirupati Airport,VOTP,Tirupati Airport,3810.0,45.0,Asphalt,95/F/C/W/T Asphalt,366.0,133759N 0793231E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOTP-en-GB.html,14CC8EF3A660B3286D9ABE2B6B72538B01EBBC4A7E88B84E60EF646375A1B122,ap_airport_engineering_v1
191,AP_AIR_AAI_VIJAYAWADA,Vijayawada Airport,VOBZ,Vijayawada Airport,3360.0,45.0,Asphalt,90/F/B/W/T Asphalt,83.0,163201N 0804812E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOBZ-en-GB.html,6BEA09D547CBDDE0CEFC773A395BDBA8EB7E3076A661E5EB0EF03EBA73AD3C61,ap_airport_engineering_v1
204,AP_AIR_VOBZ,Vijayawada Airport,VOBZ,Vijayawada Airport,3360.0,45.0,Asphalt,90/F/B/W/T Asphalt,83.0,163201N 0804812E,,,,2,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOBZ-en-GB.html,6BEA09D547CBDDE0CEFC773A395BDBA8EB7E3076A661E5EB0EF03EBA73AD3C61,ap_airport_engineering_v1
192,AP_AIR_AAI_VISAKHAPATNAM,Visakhapatnam Airport,VOVZ,Visakhapatnam Airport,3050.0,45.0,Asphalt,80/F/C/X/T Concrete/Asphalt ; 78/F/C/X/T Concrete/Asphalt,21.0,174320N 0831322E,,,0.1% ; 0% ; -0.1% ; -0.3%,4,True,Airports Authority of India,AIM India eAIP,08-2026,https://aim-india.aai.aero/eaip/eaip-v2-08-2026/eAIP/IN-AD%202.1VOVZ-en-GB.html,FA3AB39F10A092FA7A09D591DED6D7E13A5D9F86F277CB36251917DEA6E568ED,ap_airport_engineering_v1
