SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1973,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,26-07-2026 22:00,0.5
1974,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,26-07-2026 23:00,0.5
1975,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 01:00,0.5
1976,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 02:00,0.5
1977,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 04:00,0.5
1978,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 05:00,0.5
1979,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 07:00,0.5
1980,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 09:00,0.5
1981,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 11:00,0.5
1982,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 12:00,0.5
1983,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 14:00,0.5
1984,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 16:00,0.5
1985,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 17:00,0.5
1986,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 18:00,0.5
1987,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 20:00,0.5
1988,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 21:00,0.5
1989,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,27-07-2026 23:00,0.5
1990,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 00:00,0.5
1991,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 02:00,0.5
1992,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 03:00,0.5
1993,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 05:00,0.5
1994,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 07:00,0.5
1995,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 09:00,0.5
1996,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 10:00,0.5
1997,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 12:00,0.5
1998,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 13:00,0.5
1999,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 14:00,0.5
2000,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 16:00,0.5
2001,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 17:00,0.5
2002,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 19:00,0.5
2003,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 21:00,0.5
2004,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,28-07-2026 23:00,0.5
2005,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 01:00,0.5
2006,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 03:00,0.5
2007,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 05:00,0.5
2008,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 07:00,0.5
2009,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 10:00,0.5
2010,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 12:00,0.5
2011,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 15:00,0.5
2012,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 17:00,0.5
2013,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 19:00,0.5
2014,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,29-07-2026 22:00,0.5
2015,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 00:00,0.5
2016,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 03:00,0.5
2017,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 05:00,0.5
2018,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 07:00,0.5
2019,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 10:00,0.5
2020,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 11:00,0.5
2021,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 13:00,0.5
2022,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 15:00,0.5
2023,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 16:00,0.5
2024,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 18:00,0.5
2025,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 19:00,0.5
2026,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 20:00,0.5
2027,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 21:00,0.5
2028,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 22:00,0.5
2029,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,30-07-2026 23:00,1
2030,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 01:00,0.5
2031,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 02:00,0.5
2032,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 03:00,0.5
2033,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 04:00,0.5
2034,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 05:00,0.5
2035,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 06:00,0.5
2036,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 07:00,0.5
2037,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 08:00,0.5
2038,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 09:00,0.5
2039,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 10:00,0.5
2040,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 11:00,0.5
2041,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 12:00,0.5
2042,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 14:00,0.5
2043,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 15:00,0.5
2044,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 16:00,0.5
2045,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 17:00,0.5
2046,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 19:00,0.5
2047,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,31-07-2026 20:00,0.5
2048,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 00:00,0.5
2049,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 01:00,0.5
2050,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 03:00,0.5
2051,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 04:00,0.5
2052,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 06:00,0.5
2053,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 07:00,0.5
2054,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 09:00,0.5
2055,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 10:00,0.5
2056,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 12:00,0.5
2057,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 13:00,0.5
2058,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 15:00,0.5
2059,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 16:00,0.5
2060,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 18:00,0.5
2061,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 19:00,0.5
2062,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 20:00,0.5
2063,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 22:00,0.5
2064,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,01-08-2026 23:00,0.5
2065,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 01:00,0.5
2066,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 02:00,0.5
2067,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 04:00,0.5
2068,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 05:00,0.5
2069,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 06:00,0.5
2070,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 07:00,0.5
2071,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 09:00,0.5
2072,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 10:00,0.5
2073,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 11:00,0.5
2074,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 12:00,0.5
2075,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 14:00,0.5
2076,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 16:00,0.5
2077,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 17:00,0.5
2078,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 19:00,0.5
2079,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 20:00,0.5
2080,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 22:00,0.5
2081,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,02-08-2026 23:00,0.5
2082,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 00:00,0.5
2083,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 02:00,0.5
2084,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 03:00,0.5
2085,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 05:00,0.5
2086,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 07:00,0.5
2087,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 08:00,0.5
2088,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 10:00,0.5
2089,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 12:00,0.5
2090,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 13:00,0.5
2091,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 15:00,0.5
2092,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 17:00,0.5
2093,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 19:00,0.5
2094,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 20:00,0.5
2095,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,03-08-2026 22:00,0.5
2096,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 00:00,0.5
2097,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 02:00,0.5
2098,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 04:00,0.5
2099,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 05:00,0.5
2100,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 07:00,0.5
2101,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 08:00,0.5
2102,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 09:00,1
2103,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 10:00,0.5
2104,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 11:00,0.5
2105,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 12:00,0.5
2106,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 13:00,0.5
2107,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 14:00,0.5
2108,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 15:00,1
2109,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 16:00,0.5
2110,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 17:00,0.5
2111,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 18:00,0.5
2112,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 19:00,0.5
2113,Jalleru @ Doramamidi,Andhra Pradesh SW,28,Andhra Pradesh,523,WEST GODAVARI,-,-,-,-,-,-,-,-,-,17.29000000,81.35000000,04-08-2026 20:00,0.5
