SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
539,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-06-2026 01:00,0.5
540,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-06-2026 05:00,0.5
541,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-06-2026 21:00,5.5
542,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,10-06-2026 19:00,4.5
543,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,10-06-2026 20:00,0.5
544,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,11-06-2026 00:00,5.5
545,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,11-06-2026 01:00,6.5
546,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,11-06-2026 02:00,1
547,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,11-06-2026 03:00,0.5
548,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,11-06-2026 05:00,1.5
549,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,15-06-2026 22:00,9
550,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,15-06-2026 23:00,4.5
551,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-06-2026 17:00,0.5
552,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-06-2026 08:00,2
553,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-06-2026 09:00,1
554,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-06-2026 10:00,1
555,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-06-2026 11:00,0.5
556,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 02:00,0.5
557,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 08:00,4
558,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 09:00,0.5
559,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 10:00,2
560,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 11:00,0.5
561,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-06-2026 12:00,0.5
562,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,28-06-2026 09:00,15.5
563,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,28-06-2026 10:00,3.5
564,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,28-06-2026 16:00,3
565,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,29-06-2026 04:00,0.5
566,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,29-06-2026 06:00,8
567,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,29-06-2026 07:00,3.5
568,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,29-06-2026 08:00,2
569,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 00:00,1.5
570,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 01:00,2.5
571,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 02:00,0.5
572,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 03:00,16
573,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 04:00,6
574,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 05:00,2.5
575,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 06:00,0.5
576,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 08:00,0.5
577,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 14:00,3.5
578,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 15:00,10
579,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 16:00,0.5
580,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 17:00,4
581,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 18:00,5.5
582,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 19:00,0.5
583,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 20:00,4
584,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 21:00,3
585,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,01-07-2026 22:00,1
586,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 00:00,7
587,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 01:00,3
588,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 02:00,4.5
589,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 03:00,1.5
590,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 04:00,4.5
591,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 05:00,2
592,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 06:00,1
593,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 08:00,1.5
594,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 09:00,0.5
595,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 15:00,1.5
596,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 16:00,0.5
597,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 20:00,0.5
598,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 22:00,4
599,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,02-07-2026 23:00,1.5
600,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 01:00,0.5
601,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 03:00,2.5
602,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 05:00,1
603,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 10:00,0.5
604,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 13:00,0.5
605,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 14:00,1
606,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 16:00,2
607,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 18:00,1
608,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 19:00,0.5
609,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 20:00,12.5
610,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 21:00,10
611,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 22:00,9
612,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,03-07-2026 23:00,4.5
613,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 00:00,4.5
614,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 01:00,8
615,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 02:00,6.5
616,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 03:00,2.5
617,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 04:00,2
618,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 05:00,1
619,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 06:00,1.5
620,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 07:00,2.5
621,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 08:00,2
622,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 11:00,1.5
623,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 13:00,1
624,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 14:00,0.5
625,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 15:00,3.5
626,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 16:00,3
627,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 17:00,14
628,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 18:00,22.5
629,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 19:00,13.5
630,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 20:00,20.5
631,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 21:00,1
632,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,04-07-2026 23:00,0.5
633,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 04:00,0.5
634,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 06:00,0.5
635,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 07:00,1
636,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 08:00,1
637,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 09:00,1
638,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 12:00,0.5
639,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 13:00,3
640,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 14:00,8.5
641,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 15:00,4.5
642,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 16:00,4.5
643,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,05-07-2026 17:00,0.5
644,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,06-07-2026 02:00,1
645,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,06-07-2026 03:00,0.5
646,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,06-07-2026 04:00,0.5
647,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,06-07-2026 11:00,0.5
648,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,09-07-2026 13:00,2.5
649,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,09-07-2026 14:00,0.5
650,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,09-07-2026 16:00,0.5
651,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,09-07-2026 17:00,0.5
652,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,10-07-2026 08:00,0.5
653,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,10-07-2026 10:00,1
654,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-07-2026 17:00,16
655,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-07-2026 18:00,12
656,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-07-2026 19:00,11.5
657,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-07-2026 20:00,5
658,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,17-07-2026 21:00,0.5
659,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,18-07-2026 00:00,0.5
660,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,18-07-2026 15:00,2.5
661,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,18-07-2026 16:00,4
662,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-07-2026 04:00,7
663,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-07-2026 05:00,4
664,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,19-07-2026 13:00,1
665,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,20-07-2026 05:00,1.5
666,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,20-07-2026 21:00,0.5
667,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,20-07-2026 22:00,2
668,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 00:00,0.5
669,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 01:00,0.5
670,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 02:00,8.5
671,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 03:00,3.5
672,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 04:00,3
673,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 05:00,7.5
674,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 06:00,8.5
675,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 12:00,0.5
676,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 13:00,0.5
677,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 18:00,0.5
678,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 19:00,0.5
679,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,21-07-2026 20:00,0.5
680,Donkarai_1,Andhra Pradesh SW,28,Andhra Pradesh,745,ALLURI SITHARAMA RAJU,-,-,-,-,-,-,-,-,-,17.93000000,81.81000000,22-07-2026 01:00,2.5
