osm_way_id,asset_code,anchor_asset_code,source_name,display_name,normalized_name,structure_key,bridge_type,bridge_tag,highway,railway,ref,length_m_derived,width_m_reported,lanes_reported,material_reported,start_year_reported,latitude,longitude,is_named,identity_status,geometry_source,source_dataset,source_relation,render_width_m,render_width_basis,verified_pier_count,pier_count_status,digital_twin_strategy,rendering_estimated
22831597,AP_BR_OSM_W22831597,,Guntur - Parchuru Road,Guntur - Parchuru Road,guntur parchuru road,NAME::guntur parchuru road::ROAD,ROAD,yes,primary,,SH249,40.71,,,,,16.1880994,80.34344565,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
22838890,AP_BR_OSM_W22838890,,,Unnamed Road Bridge - OSM 22838890,,REF::nh167::ROAD,ROAD,yes,trunk,,NH167,151.41,,2.0,,,15.947247650000001,77.3614818,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
22838960,AP_BR_OSM_W22838960,,Dhone Main Road,Dhone Main Road,dhone main road,NAME::dhone main road::ROAD,ROAD,yes,secondary,,MDR078,1269.16,,,,,15.39543645882353,77.87306792058823,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
30434525,AP_BR_OSM_W30434525,,Srinivasa Flyover,Srinivasa Flyover,srinivasa flyover,NAME::srinivasa flyover::ROAD,ROAD,yes,primary,,,1677.21,,,,,13.61954122,79.43290673714286,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
32872887,AP_BR_OSM_W32872887,,,Unnamed Road Bridge - OSM 32872887,,OSM_WAY::32872887,ROAD,yes,tertiary,,,87.48,,,,,13.529813149999999,79.9092736,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
32873339,AP_BR_OSM_W32873339,,,Unnamed Road Bridge - OSM 32873339,,OSM_WAY::32873339,ROAD,yes,tertiary,,,31.84,,,,,13.5335735,79.89325625000001,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
45022241,AP_BR_OSM_W45022241,,,Unnamed Road Bridge - OSM 45022241,,REF::nh16::ROAD,ROAD,yes,trunk,,NH16,621.63,,2.0,,,18.374406399999998,83.9895535,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
45068355,AP_BR_OSM_W45068355,,Kanakadurga Varadhi - Vijayawada - Mangalagiri Road -  Old NH16 Road,Kanakadurga Varadhi - Vijayawada - Mangalagiri Road -  Old NH16 Road,kanakadurga varadhi vijayawada mangalagiri road old nh16 road,NAME::kanakadurga varadhi vijayawada mangalagiri road old nh16 road::ROAD,ROAD,yes,primary,,,1832.09,,2.0,,,16.493533,80.6270894125,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
45068997,AP_BR_OSM_W45068997,,,Unnamed Road Bridge - OSM 45068997,,REF::nh16::ROAD,ROAD,yes,trunk,,NH16,214.62,,3.0,,,16.741137600000002,81.07732730000001,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
47414450,AP_BR_OSM_W47414450,,,Unnamed Rail Bridge - OSM 47414450,,OSM_WAY::47414450,RAIL,yes,,rail,,531.19,,,,,14.9363522,77.57598996666667,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
51774884,AP_BR_OSM_W51774884,,Durga Temple Road,Durga Temple Road,durga temple road,NAME::durga temple road::ROAD,ROAD,yes,primary,,NH65,64.0,,2.0,,,16.5117907,80.60650319999999,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
56683928,AP_BR_OSM_W56683928,,Howrah–Chennai main line (Godavari Arch Bridge),Howrah–Chennai main line (Godavari Arch Bridge),howrah chennai main line godavari arch bridge,NAME::howrah chennai main line godavari arch bridge::RAIL,RAIL,yes,,rail,,2759.33,,,,,17.0078714,81.7541373,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
56683933,AP_BR_OSM_W56683933,,Howrah - Chennai Main Line,Howrah - Chennai Main Line,howrah chennai main line,NAME::howrah chennai main line::RAIL,RAIL,yes,,rail,,138.74,,,,,17.00745355,81.76775775,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
56683934,AP_BR_OSM_W56683934,,Howrah–Chennai main line (Godavari Bridge),Howrah–Chennai main line (Godavari Bridge),howrah chennai main line godavari bridge,NAME::howrah chennai main line godavari bridge::RAIL,RAIL,yes,,rail,,2886.01,,,,,16.997362383333332,81.76431923333332,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
58614320,AP_BR_OSM_W58614320,,,Unnamed Road Bridge - OSM 58614320,,REF::nh16::ROAD,ROAD,yes,trunk,,NH16,416.74,,3.0,,,18.33084463333333,83.8843185,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
58614326,AP_BR_OSM_W58614326,,Anakapalli Main Road,Anakapalli Main Road,anakapalli main road,NAME::anakapalli main road::ROAD,ROAD,yes,primary,,,719.47,,,,,17.69046965833333,82.995628025,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
59991150,AP_BR_OSM_W59991150,,,Unnamed Aqueduct Bridge - OSM 59991150,,OSM_WAY::59991150,AQUEDUCT,aqueduct,,,,601.69,,,,,14.9106612,76.92273829999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,4.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
62826655,AP_BR_OSM_W62826655,,Jaggayyapeta - Wyra Road,Jaggayyapeta - Wyra Road,jaggayyapeta wyra road,NAME::jaggayyapeta wyra road::ROAD,ROAD,yes,primary,,SH192,780.45,,2.0,,,16.94982346666667,80.21671003333333,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
66763306,AP_BR_OSM_W66763306,,,Unnamed Rail Bridge - OSM 66763306,,OSM_WAY::66763306,RAIL,yes,,rail,,766.1,,,,,16.943134666666666,80.22291986666666,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
66763316,AP_BR_OSM_W66763316,,Vatsavai - Penuganchiprolu Road,Vatsavai - Penuganchiprolu Road,vatsavai penuganchiprolu road,NAME::vatsavai penuganchiprolu road::ROAD,ROAD,yes,secondary,,,756.47,,,,,16.90681894,80.2503913,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
77770450,AP_BR_OSM_W77770450,,,Unnamed Rail Bridge - OSM 77770450,,OSM_WAY::77770450,RAIL,yes,,rail,,563.58,,,,,14.7802267,78.1724306,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
77770452,AP_BR_OSM_W77770452,,Pulivendula-Tadipatri Road,Pulivendula-Tadipatri Road,pulivendula tadipatri road,NAME::pulivendula tadipatri road::ROAD,ROAD,yes,secondary,,MDR024,565.53,,,,,14.7103435,78.0541131,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
80253639,AP_BR_OSM_W80253639,,Tenali - Narakoduru Road,Tenali - Narakoduru Road,tenali narakoduru road,NAME::tenali narakoduru road::ROAD,ROAD,yes,primary,,SH261,492.91,,,,,16.238236483333335,80.64173848333333,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
85132314,AP_BR_OSM_W85132314,,,Unnamed Road Bridge - OSM 85132314,,REF::nh216a::ROAD,ROAD,yes,trunk,,NH216A,1306.06,,2.0,,,16.690309783333333,81.81313016666667,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90800089,AP_BR_OSM_W90800089,,,Unnamed Rail Bridge - OSM 90800089,,OSM_WAY::90800089,RAIL,yes,,rail,,73.47,,,,,17.73706145,83.22140784999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90800129,AP_BR_OSM_W90800129,,Port Main Road Flyover,Port Main Road Flyover,port main road flyover,NAME::port main road flyover::ROAD,ROAD,yes,primary,,,1705.56,,,,,17.716361066666668,83.28340351904761,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90821557,AP_BR_OSM_W90821557,,,Unnamed Rail Bridge - OSM 90821557,,OSM_WAY::90821557,RAIL,yes,,rail,,60.36,,,,,17.74081855,83.22737845,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90821588,AP_BR_OSM_W90821588,,,Unnamed Rail Bridge - OSM 90821588,,OSM_WAY::90821588,RAIL,yes,,rail,,60.53,,,,,17.73919585,83.22468645000001,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90829916,AP_BR_OSM_W90829916,,,Unnamed Pedestrian Bridge - OSM 90829916,,OSM_WAY::90829916,PEDESTRIAN,yes,footway,,,94.0,,,,,17.72135615,83.28994845,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
90829927,AP_BR_OSM_W90829927,,,Unnamed Pedestrian Bridge - OSM 90829927,,OSM_WAY::90829927,PEDESTRIAN,yes,footway,,,132.65,,,,,17.72058924,83.290229,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
91559451,AP_BR_OSM_W91559451,,,Unnamed Road Bridge - OSM 91559451,,REF::nh216::ROAD,ROAD,yes,trunk,,NH216,2580.37,,2.0,,,16.0388954,80.88471659999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
91559461,AP_BR_OSM_W91559461,,,Unnamed Road Bridge - OSM 91559461,,REF::nh216::ROAD,ROAD,yes,trunk,,NH216,394.29,,2.0,,,16.045423550000002,80.90719145,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
92192391,AP_BR_OSM_W92192391,,Howrah - Chennai Main Line,Howrah - Chennai Main Line,howrah chennai main line,NAME::howrah chennai main line::RAIL,RAIL,yes,,rail,,749.59,,,,,14.470980020000002,79.99000676,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
92192394,AP_BR_OSM_W92192394,,Nellore Bypass,Nellore Bypass,nellore bypass,NAME::nellore bypass::ROAD,ROAD,yes,trunk,,NH16,881.82,,3.0,,,14.477251,80.00943588,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
92192399,AP_BR_OSM_W92192399,,,Unnamed Road Bridge - OSM 92192399,,OSM_WAY::92192399,ROAD,yes,primary,,,754.28,,,,,14.472898133333333,79.99077026666667,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032099,AP_BR_OSM_W97032099,,,Unnamed Road Bridge - OSM 97032099,,OSM_WAY::97032099,ROAD,yes,tertiary,,,114.78,,,,,13.72883275,80.20948369999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032104,AP_BR_OSM_W97032104,,SHAR Road,SHAR Road,shar road,NAME::shar road::ROAD,ROAD,yes,tertiary,,,13.88,,,,,13.78326555,80.18433644999999,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032148,AP_BR_OSM_W97032148,,,Unnamed Road Bridge - OSM 97032148,,OSM_WAY::97032148,ROAD,yes,service,,,23.42,,,,,13.706964150000001,80.2316538,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032159,AP_BR_OSM_W97032159,,,Unnamed Road Bridge - OSM 97032159,,OSM_WAY::97032159,ROAD,yes,tertiary,,,63.15,,,,,13.73053345,80.21925139999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032162,AP_BR_OSM_W97032162,,SHAR Road,SHAR Road,shar road,NAME::shar road::ROAD,ROAD,yes,tertiary,,,13.25,,,,,13.81216895,80.24191160000001,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032221,AP_BR_OSM_W97032221,,,Unnamed Road Bridge - OSM 97032221,,OSM_WAY::97032221,ROAD,yes,service,,,16.03,,,,,13.7065894,80.2273188,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032233,AP_BR_OSM_W97032233,,,Unnamed Road Bridge - OSM 97032233,,OSM_WAY::97032233,ROAD,yes,service,,,75.5,,,,,13.70642805,80.23457005,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032248,AP_BR_OSM_W97032248,,,Unnamed Road Bridge - OSM 97032248,,OSM_WAY::97032248,ROAD,yes,tertiary,,,89.73,,,,,13.77630225,80.24100585,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97032273,AP_BR_OSM_W97032273,,,Unnamed Road Bridge - OSM 97032273,,OSM_WAY::97032273,ROAD,yes,unclassified,,,17.24,,,,,13.7000816,80.16784455,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97471765,AP_BR_OSM_W97471765,,,Unnamed Rail Bridge - OSM 97471765,,OSM_WAY::97471765,RAIL,abandoned,,abandoned,,2754.7,,,,,17.0074203,81.75417594999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97471800,AP_BR_OSM_W97471800,,,Unnamed Pedestrian Bridge - OSM 97471800,,OSM_WAY::97471800,PEDESTRIAN,yes,footway,,,132.5,,,,,16.9846004,81.78439485,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97689841,AP_BR_OSM_W97689841,,,Unnamed Pedestrian Bridge - OSM 97689841,,OSM_WAY::97689841,PEDESTRIAN,yes,footway,,,66.65,,,,,15.833028725,78.03244975,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97689881,AP_BR_OSM_W97689881,,,Unnamed Rail Bridge - OSM 97689881,,OSM_WAY::97689881,RAIL,yes,,rail,,900.02,,,,,15.848653599999999,78.03941545,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97689949,AP_BR_OSM_W97689949,,Kurnool - Cuddapah Canal,Kurnool - Cuddapah Canal,kurnool cuddapah canal,NAME::kurnool cuddapah canal::AQUEDUCT,AQUEDUCT,aqueduct,,,,241.4,,,,,15.8240288,78.0336642,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,4.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
97972166,AP_BR_OSM_W97972166,,Anakapalli - Visakhapatnam - Anandapuram Main Road - Old NH16 Road,Anakapalli - Visakhapatnam - Anandapuram Main Road - Old NH16 Road,anakapalli visakhapatnam anandapuram main road old nh16 road,NAME::anakapalli visakhapatnam anandapuram main road old nh16 road::ROAD,ROAD,yes,primary,,,166.68,,2.0,,,17.741920880000002,83.23492516,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019087,AP_BR_OSM_W100019087,,,Unnamed Rail Bridge - OSM 100019087,,OSM_WAY::100019087,RAIL,yes,,disused,,126.41,,,,,14.709336050000001,77.5921769,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019088,AP_BR_OSM_W100019088,,,Unnamed Rail Bridge - OSM 100019088,,OSM_WAY::100019088,RAIL,yes,,rail,,303.64,,,,,14.62675945,77.60735245000001,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019092,AP_BR_OSM_W100019092,,,Unnamed Rail Bridge - OSM 100019092,,OSM_WAY::100019092,RAIL,yes,,rail,,91.76,,,,,14.70151945,77.600109025,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019102,AP_BR_OSM_W100019102,,,Unnamed Rail Bridge - OSM 100019102,,OSM_WAY::100019102,RAIL,yes,,rail,,303.63,,,,,14.62668615,77.6072817,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019116,AP_BR_OSM_W100019116,,,Unnamed Pedestrian Bridge - OSM 100019116,,OSM_WAY::100019116,PEDESTRIAN,yes,footway,,,69.68,,,,,14.68723155,77.595296,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019135,AP_BR_OSM_W100019135,,,Unnamed Rail Bridge - OSM 100019135,,OSM_WAY::100019135,RAIL,yes,,rail,,167.18,,,,,14.71037055,77.59294589999999,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,6.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
100019139,AP_BR_OSM_W100019139,,,Unnamed Pedestrian Bridge - OSM 100019139,,OSM_WAY::100019139,PEDESTRIAN,yes,footway,,,211.42,,,,,15.174720400000002,77.36769194,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,2.5,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
101362718,AP_BR_OSM_W101362718,,,Unnamed Road Bridge - OSM 101362718,,REF::nh565::ROAD,ROAD,yes,trunk,,NH565,382.7,,,,,16.57639615,79.33033606666667,False,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
101365727,AP_BR_OSM_W101365727,,Nagarjun Sagar Right Canal,Nagarjun Sagar Right Canal,nagarjun sagar right canal,NAME::nagarjun sagar right canal::OTHER,OTHER,yes,,,,79.16,,,,,16.491722449999997,79.43508299999999,True,SOURCE_REPORTED,OPENSTREETMAP,GEOFABRIK_SOUTHERN_ZONE_OSM,2022095,7.0,VISUALIZATION_ESTIMATE,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True
