asset_code,name,canonical_asset_code,identity_status,identity_verified,available_features,required_features,feature_coverage,prediction_eligible,blocker_count,blockers,feature_status
AP_BR_OSM_G_1426367158,Unnamed OSM bridge group 1426367158,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426367167,Unnamed OSM bridge group 1426367167,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426367170,Unnamed OSM bridge group 1426367170,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426560594,Unnamed OSM bridge group 1426560594,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426560598,Unnamed OSM bridge group 1426560598,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426572553,Unnamed OSM bridge group 1426572553,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426576073,Unnamed OSM bridge group 1426576073,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426576075,Unnamed OSM bridge group 1426576075,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426576079,Unnamed OSM bridge group 1426576079,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426576082,Unnamed OSM bridge group 1426576082,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426579522,Unnamed OSM bridge group 1426579522,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426579526,Unnamed OSM bridge group 1426579526,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426579528,Chagalamarri - Rudravaram - Mahadevapuram Road,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426579534,Unnamed OSM bridge group 1426579534,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426579537,Unnamed OSM bridge group 1426579537,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426584742,Unnamed OSM bridge group 1426584742,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426584747,Koilkuntla - Allagadda Road,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426589747,Unnamed OSM bridge group 1426589747,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426589758,Harivaram Road,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426589777,Unnamed OSM bridge group 1426589777,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426613204,Unnamed OSM bridge group 1426613204,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760019,Unnamed OSM bridge group 1426760019,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760022,Unnamed OSM bridge group 1426760022,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760029,Unnamed OSM bridge group 1426760029,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760035,Unnamed OSM bridge group 1426760035,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760045,Unnamed OSM bridge group 1426760045,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760051,Unnamed OSM bridge group 1426760051,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760054,Unnamed OSM bridge group 1426760054,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760056,Unnamed OSM bridge group 1426760056,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760057,Unnamed OSM bridge group 1426760057,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
AP_BR_OSM_G_1426760058,Unnamed OSM bridge group 1426760058,,NEEDS_VERIFICATION,False,1,13,0.0769,False,4,"IDENTITY_NOT_VERIFIED|MISSING_CORE_FEATURES:age_years,average_daily_traffic,condition_rating,design_type_code,inventory_rating|FEATURE_COVERAGE_BELOW_70_PERCENT|UNRESOLVED_MAPPINGS_OR_REVIEW:design_type_code","{""age_years"": ""MISSING"", ""average_daily_traffic"": ""MISSING"", ""condition_rating"": ""MISSING"", ""design_type_code"": ""MAPPABLE_UNMAPPED"", ""inventory_rating"": ""MISSING"", ""material_code"": ""MISSING"", ""max_span_m"": ""MISSING"", ""scour_rating"": ""MISSING"", ""skew_deg"": ""MISSING"", ""span_count"": ""MISSING"", ""structure_length_m"": ""DERIVED_OSM_GEOMETRY"", ""truck_traffic_percent"": ""MISSING"", ""waterway_rating"": ""MISSING""}"
