"asset_code","name","latitude","longitude","coordinate_status","source","source_url","note"
"AP_BR_00001","Godavari Arch Bridge","17.007833","81.75583","SOURCE_BACKED_PUBLIC_REFERENCE","Godavari Arch Bridge public reference coordinate; Wikidata/Wikipedia Q2012032; OSM way 56683928","https://www.openstreetmap.org/way/56683928","Reference point for visualization; not survey/GNSS control."
