asset__id,asset__asset_code,asset__name,asset__asset_type,asset__subtype,asset__district,asset__owner,asset__status,asset__identity_status,asset__built_year,asset__design_life_years,asset__material,asset__condition,asset__source_id,asset__confidence_score,asset__is_estimated,asset__created_at,asset__updated_at,target__health_score,target__risk_score,target__risk_class,target__rul_years,target__label_status,dam_barrage_feature_snapshots__evidence_count,dam_barrage_feature_snapshots__asset_name,dam_barrage_feature_snapshots__asset_type,dam_barrage_feature_snapshots__feature_version,dam_barrage_feature_snapshots__static_features,dam_barrage_feature_snapshots__hydrology_features,dam_barrage_feature_snapshots__has_direct_hydrology,dam_barrage_feature_snapshots__generated_at,asset_hydrology_source_matches__evidence_count,asset_engineering_evidence_normalized__evidence_count,asset_engineering_evidence_normalized__asset_name,asset_engineering_evidence_normalized__asset_type,asset_engineering_evidence_normalized__document_id,asset_engineering_evidence_normalized__source_id,asset_engineering_evidence_normalized__evidence_id,asset_engineering_evidence_normalized__completion_year,asset_engineering_evidence_normalized__commencement_year,asset_engineering_evidence_normalized__dam_height_m,asset_engineering_evidence_normalized__dam_length_m,asset_engineering_evidence_normalized__dam_volume_source_value,asset_engineering_evidence_normalized__gate_count,asset_engineering_evidence_normalized__gate_size_raw,asset_engineering_evidence_normalized__gate_type,asset_engineering_evidence_normalized__design_flood_source_value,asset_engineering_evidence_normalized__spillway_capacity_source_value,asset_engineering_evidence_normalized__spillway_level_m,asset_engineering_evidence_normalized__spillway_length_m,asset_engineering_evidence_normalized__spillway_type,asset_engineering_evidence_normalized__river_name,asset_engineering_evidence_normalized__dam_type,asset_engineering_evidence_normalized__seismic_zone,asset_engineering_evidence_normalized__registry_status,asset_engineering_evidence_normalized__nrld_no,asset_engineering_evidence_normalized__structure_code,asset_engineering_evidence_normalized__nearest_city,asset_engineering_evidence_normalized__operating_agency,asset_engineering_evidence_normalized__age_years,asset_engineering_evidence_normalized__engineering_fields_available,asset_engineering_evidence_normalized__engineering_completeness,asset_engineering_evidence_normalized__has_direct_hydrology,asset_engineering_evidence_normalized__authority_level,asset_engineering_evidence_normalized__origin,asset_engineering_evidence_normalized__quality_flag,asset_engineering_evidence_normalized__confidence_score,asset_engineering_evidence_normalized__updated_at,official_evidence__evidence_count,official_evidence__document_id,official_evidence__source_id,official_evidence__evidence_type,official_evidence__field_name,official_evidence__numeric_value,official_evidence__text_value,official_evidence__unit,official_evidence__rating_system,official_evidence__observed_at,official_evidence__valid_from,official_evidence__valid_to,official_evidence__authority_level,official_evidence__origin,official_evidence__quality_flag,official_evidence__confidence_score,official_evidence__is_official,official_evidence__is_derived,official_evidence__is_synthetic,official_evidence__processing_method,official_evidence__extraction_metadata,official_evidence__created_at,official_evidence__updated_at,environment_observations__evidence_count
3,AP_DAM_00002,Polavaram Project,dam,multipurpose_dam,Eluru,Water Resources Department,ACTIVE,NEEDS_VERIFICATION,,,concrete,FAIR,1,0.35,True,2026-08-26T15:31:16.267444+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Polavaram Project,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Godavari"", ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D06328"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.2, ""design_flood_source_value"": null, ""engineering_fields_available"": 2.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00,0,1,Polavaram Project,dam,1,103,118,,,,,,,,,,,,,,Godavari,,Seismic Zone-III,Under Construction,,D06328,,"WRD, Govt of AP",,2,0.2,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Polavaram Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [81.67168766, 17.28745269]}, ""properties"": {""class"": ""CLASS 3"", ""state"": ""AP"", ""bacode"": ""03"", ""dtcode"": ""East Godavari"", ""dam_vol"": null, ""dm_name"": ""Polavaram Dam"", ""dm_type"": null, ""nrld_no"": null, ""rivcode"": ""Godavari"", ""dm_ncity"": null, ""objectid"": 4587, ""strucode"": ""D06328"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": null, ""dm_coment"": null, ""dm_height"": null, ""dm_length"": null, ""dm_status"": ""Under Construction"", ""dm_gate_no"": null, ""dm_gate_sz"": null, ""dm_flod_des"": null, ""dm_gt_ungtd"": null, ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-III"", ""dm_spil_cap"": null, ""dm_spil_lev"": null, ""dm_gate_type"": null, ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": null, ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Araku"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": ""WRD, Govt of AP"", ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,3
5,AP_DAM_NWDP_AP01VH0059,Srisailam Project (N.S.R.S.P),dam,reservoir_dam,Nandyal,,ACTIVE,VERIFIED,1984,,,,4,1.0,False,2026-08-27T02:15:45.657494+00:00,2026-08-30T03:45:04.644176+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Srisailam Project (N.S.R.S.P),dam,ap_dam_barrage_state_v1,"{""origin"": null, ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": null, ""built_year"": 1984.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": null, ""seismic_zone"": null, ""spillway_type"": null, ""structure_code"": null, ""authority_level"": null, ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": null, ""design_flood_source_value"": null, ""engineering_fields_available"": null, ""engineering_source_confidence"": null, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,100,DAM_SAFETY_GOVERNANCE,emergency_action_plan_status,,PREPARED_AND_SUBMITTED_TO_CWC,,,,,,A1,OBSERVED,OFFICIAL_DOCUMENT,0.95,True,False,False,CWC_DRIP_TC3_EXPLICIT_STATEMENT,{},2026-08-29T16:05:33.687671+00:00,2026-08-29T16:05:33.687671+00:00,364
7,AP_DAM_NWDP_AP01MH0011,Upper Pennar,dam,reservoir_dam,Sri Sathya Sai,Irrg.& CAD Dept.,ACTIVE,VERIFIED,1958,,,,4,1.0,False,2026-08-27T16:12:16.450607+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Upper Pennar,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0011"", ""dam_type"": ""TE"", ""age_years"": 67.0, ""gate_type"": ""LG"", ""built_year"": 1958.0, ""gate_count"": 8.0, ""river_name"": ""Pennar"", ""dam_height_m"": 16.74, ""dam_length_m"": 3505.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02365"", ""authority_level"": ""B2"", ""completion_year"": 1959.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 526.39, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 594.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 3398.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 3398.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 50.68, ""min"": 0.0, ""std"": 10.771314756237837, ""mean"": 5.438056770985669, ""count"": 6838, ""latest"": 0.14, ""latest_zscore"": -0.4918672317060906, ""freshness_days"": 214.8696142734259}, ""manual_daily_reservoir_water_level_m"": {""max"": 538.8864, ""min"": 0.0, ""std"": 204.58808125189324, ""mean"": 430.8349394434045, ""count"": 6838, ""latest"": 526.3896, ""latest_zscore"": 0.46705878451905775, ""freshness_days"": 551.8696142734259}}",True,2026-09-03T04:52:14.819262+00:00,3,1,Upper Pennar,dam,1,103,48,1959,,16.74,3505.0,594.0,8,12.19 x 4.88,LG,3398.0,3398.0,526.39,,OG,Pennar,TE,Seismic Zone-II,Completed,AP01MH0011,D02365,Dharmavaram,Irrg.& CAD Dept.,67.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Upper Pennar Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [77.35415767, 14.33671722]}, ""properties"": {""class"": ""Class 1"", ""state"": ""AP"", ""bacode"": ""09"", ""dtcode"": ""Anantapur"", ""dam_vol"": ""594"", ""dm_name"": ""Upper Pennar Dam"", ""dm_type"": ""TE"", ""nrld_no"": ""AP01MH0011"", ""rivcode"": ""Pennar"", ""dm_ncity"": ""Dharmavaram"", ""objectid"": 1717, ""strucode"": ""D02365"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": ""1959"", ""dm_coment"": null, ""dm_height"": ""16.74"", ""dm_length"": ""3505"", ""dm_status"": ""Completed"", ""dm_gate_no"": 8, ""dm_gate_sz"": ""12.19 x 4.88"", ""dm_flod_des"": ""3398"", ""dm_gt_ungtd"": null, ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-II"", ""dm_spil_cap"": 3398.0, ""dm_spil_lev"": 526.39, ""dm_gate_type"": ""LG"", ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": ""OG"", ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Hindupur"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": ""Irrg.& CAD Dept."", ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,4
8,AP_DAM_NWDP_AP01HH0040,Kalyani Dam,dam,reservoir_dam,Tirupati,TTD,ACTIVE,VERIFIED,1977,,,,4,1.0,False,2026-08-27T16:12:16.450607+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Kalyani Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0040"", ""dam_type"": ""TE + PG"", ""age_years"": 49.0, ""gate_type"": ""RD"", ""built_year"": 1977.0, ""gate_count"": 3.0, ""river_name"": ""Kalyani"", ""dam_height_m"": 36.0, ""dam_length_m"": 500.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D03636"", ""authority_level"": ""B2"", ""completion_year"": 1977.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 266.70080437, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1342.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1614.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 118.216, ""min"": 0.1141, ""std"": 7.4835108039429326, ""mean"": 9.475015793357935, ""count"": 6775, ""latest"": 16.072, ""latest_zscore"": 0.8815360035514651, ""freshness_days"": 201.8696142734259}, ""manual_daily_reservoir_water_level_m"": {""max"": 274.137127, ""min"": 253.243073, ""std"": 6.459129099424242, ""mean"": 263.9463386402538, ""count"": 6777, ""latest"": 269.961364, ""latest_zscore"": 0.9312440217803274, ""freshness_days"": 201.8696142734259}}",True,2026-09-03T04:52:14.819262+00:00,4,1,Kalyani Dam,dam,1,103,76,1977,,36.0,500.0,,3,12.192 x 7.62,RD,1342.0,1614.0,266.70080437,,,Kalyani,TE + PG,Seismic Zone-III,Completed,AP01HH0040,D03636,Chandragiri,TTD,49.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Kalyani Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [79.26928378, 13.65754768]}, ""properties"": {""class"": ""CLASS 3"", ""state"": ""AP"", ""bacode"": ""17"", ""dtcode"": ""Chittoor"", ""dam_vol"": null, ""dm_name"": ""Kalyani Dam"", ""dm_type"": ""TE + PG"", ""nrld_no"": ""AP01HH0040"", ""rivcode"": ""Kalyani"", ""dm_ncity"": ""Chandragiri"", ""objectid"": 2740, ""strucode"": ""D03636"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": ""1977"", ""dm_coment"": null, ""dm_height"": ""36"", ""dm_length"": ""500"", ""dm_status"": ""Completed"", ""dm_gate_no"": 3, ""dm_gate_sz"": ""12.192 x 7.62"", ""dm_flod_des"": ""1342"", ""dm_gt_ungtd"": null, ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-III"", ""dm_spil_cap"": 1614.0, ""dm_spil_lev"": 266.70080437, ""dm_gate_type"": ""RD"", ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": null, ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Tirupati"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": ""TTD"", ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,4
9,AP_DAM_NWDP_AP01HH0049,Pedderu,dam,reservoir_dam,Annamayya,Irrg.& CAD Dept.,ACTIVE,VERIFIED,1980,,,,4,1.0,False,2026-08-27T16:12:16.450607+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Pedderu,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0049"", ""dam_type"": ""TE"", ""age_years"": 46.0, ""gate_type"": ""UG"", ""built_year"": 1980.0, ""gate_count"": 42.0, ""river_name"": ""Pedderu"", ""dam_height_m"": 35.0, ""dam_length_m"": 590.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02213"", ""authority_level"": ""B2"", ""completion_year"": 1980.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 481.5, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 122.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 3172.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 3172.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 15.7612, ""min"": 0.8649, ""std"": 5.362906294693757, ""mean"": 6.357770911743252, ""count"": 6855, ""latest"": 13.0631, ""latest_zscore"": 1.2503162874375096, ""freshness_days"": 126.86961427342592}, ""manual_daily_reservoir_water_level_m"": {""max"": 482.299988, ""min"": 143.734538, ""std"": 131.88416574175892, ""mean"": 406.3492032116873, ""count"": 8659, ""latest"": 479.75, ""latest_zscore"": 0.5565550373350964, ""freshness_days"": 126.86961427342592}}",True,2026-09-03T04:52:14.819262+00:00,4,1,Pedderu,dam,1,103,27,1980,,35.0,590.0,122.0,42,,UG,3172.0,3172.0,481.5,,,Pedderu,TE,Seismic Zone-II,Completed,AP01HH0049,D02213,Madanapalle,Irrg.& CAD Dept.,46.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Pedderu Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [78.37051646, 13.88436385]}, ""properties"": {""class"": ""Class 2"", ""state"": ""AP"", ""bacode"": ""09"", ""dtcode"": ""Chittoor"", ""dam_vol"": ""122"", ""dm_name"": ""Pedderu Dam"", ""dm_type"": ""TE"", ""nrld_no"": ""AP01HH0049"", ""rivcode"": ""Pedderu"", ""dm_ncity"": ""Madanapalle"", ""objectid"": 1453, ""strucode"": ""D02213"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": ""1980"", ""dm_coment"": null, ""dm_height"": ""35"", ""dm_length"": ""590"", ""dm_status"": ""Completed"", ""dm_gate_no"": 42, ""dm_gate_sz"": null, ""dm_flod_des"": ""3172"", ""dm_gt_ungtd"": ""UG"", ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-II"", ""dm_spil_cap"": 3172.0, ""dm_spil_lev"": 481.5, ""dm_gate_type"": ""UG"", ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": null, ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Rajampet"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": ""Irrg.& CAD Dept."", ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,5
10,AP_DAM_NWDP_AP01MH0074,Yogi Vemana (Maddileru) Reservoir,dam,reservoir_dam,Sri Sathya Sai,,ACTIVE,VERIFIED,2001,,,,4,1.0,False,2026-08-27T16:12:16.450607+00:00,2026-08-28T02:37:24.519767+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Yogi Vemana (Maddileru) Reservoir,dam,ap_dam_barrage_state_v1,"{""origin"": null, ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": null, ""built_year"": 2001.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": null, ""seismic_zone"": null, ""spillway_type"": null, ""structure_code"": null, ""authority_level"": null, ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": null, ""design_flood_source_value"": null, ""engineering_fields_available"": null, ""engineering_source_confidence"": null, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2
11,AP_DAM_NWDP_AP01MH0135,Mallemadugu,dam,reservoir_dam,Tirupati,Irrg.& CAD Dept.,ACTIVE,VERIFIED,1990,,,,4,1.0,False,2026-08-27T16:12:16.450607+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Mallemadugu,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0135"", ""dam_type"": ""TE"", ""age_years"": 67.0, ""gate_type"": null, ""built_year"": 1990.0, ""gate_count"": 15.0, ""river_name"": ""Konakalva and Rallakalva"", ""dam_height_m"": 15.0, ""dam_length_m"": 1334.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D02157"", ""authority_level"": ""B2"", ""completion_year"": 1959.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 108.81, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 2458.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2458.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 6.384, ""min"": 0.0, ""std"": 1.5681052446539028, ""mean"": 1.1938200942146326, ""count"": 6793, ""latest"": 1.12, ""latest_zscore"": -0.047075981963777824, ""freshness_days"": 186.86961427342592}, ""manual_daily_reservoir_water_level_m"": {""max"": 112.684564, ""min"": 0.0, ""std"": 38.189715347744794, ""mean"": 92.07584235732156, ""count"": 6795, ""latest"": 108.5088, ""latest_zscore"": 0.4302979871162837, ""freshness_days"": 186.86961427342592}}",True,2026-09-03T04:52:14.819262+00:00,4,1,Mallemadugu,dam,1,103,21,1959,,15.0,1334.0,,15,,,2458.0,2458.0,108.81,,,Konakalva and Rallakalva,TE,Seismic Zone-III,Completed,AP01MH0135,D02157,Chandragiri,Irrg.& CAD Dept.,67.0,10,1.0,True,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Mallimadugu Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [79.52777867, 13.68081728]}, ""properties"": {""class"": ""CLASS 3"", ""state"": ""AP"", ""bacode"": ""17"", ""dtcode"": ""Chittoor"", ""dam_vol"": null, ""dm_name"": ""Mallimadugu Dam"", ""dm_type"": ""TE"", ""nrld_no"": ""AP01MH0135"", ""rivcode"": ""Konakalva and Rallakalva"", ""dm_ncity"": ""Chandragiri"", ""objectid"": 1397, ""strucode"": ""D02157"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": ""1959"", ""dm_coment"": null, ""dm_height"": ""15"", ""dm_length"": ""1334"", ""dm_status"": ""Completed"", ""dm_gate_no"": 15, ""dm_gate_sz"": null, ""dm_flod_des"": ""2458"", ""dm_gt_ungtd"": null, ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-III"", ""dm_spil_cap"": 2458.0, ""dm_spil_lev"": 108.81, ""dm_gate_type"": null, ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": null, ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Tirupati"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": ""Irrg.& CAD Dept."", ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,2
22,AP_DAM_WRIS_D00569,Chitravathi Dam,dam,TE,Y.S.R.,,UNKNOWN,CANDIDATE,,,,,103,0.8,False,2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,,,,,NO_REAL_STRUCTURAL_LABEL,1,Chitravathi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Chitravathi"", ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D00569"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": 289.35, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": 28.32, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00,0,1,Chitravathi Dam,dam,1,103,1,,,,,,,,,28.32,,289.35,,,Chitravathi,TE,Seismic Zone-II,,,D00569,Pulivendla,,,5,0.5,False,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,2026-09-03T04:45:38.976858+00:00,1,1,103,ASSET_REGISTRY,wris_registry_record,,Chitravathi Dam,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [77.95875023, 14.56189482]}, ""properties"": {""class"": ""CLASS 3"", ""state"": ""AP"", ""bacode"": ""09"", ""dtcode"": ""Y.S.R."", ""dam_vol"": null, ""dm_name"": ""Chitravathi Dam"", ""dm_type"": ""TE"", ""nrld_no"": null, ""rivcode"": ""Chitravathi"", ""dm_ncity"": ""Pulivendla"", ""objectid"": 219, ""strucode"": ""D00569"", ""dm_cmn_yr"": null, ""dm_cmp_yr"": null, ""dm_coment"": null, ""dm_height"": null, ""dm_length"": null, ""dm_status"": null, ""dm_gate_no"": null, ""dm_gate_sz"": null, ""dm_flod_des"": ""28.32"", ""dm_gt_ungtd"": null, ""dm_mod_oper"": null, ""dm_ses_zone"": ""Seismic Zone-II"", ""dm_spil_cap"": null, ""dm_spil_lev"": 289.35, ""dm_gate_type"": null, ""dm_sluice_sz"": null, ""dm_spil_leng"": null, ""dm_spil_type"": null, ""dm_cn_gate_no"": null, ""dm_ener_dissp"": null, ""dm_inst_inter"": null, ""dm_perliament"": ""Kadapa"", ""dm_ph_gate_no"": null, ""dm_instru_embed"": null, ""dm_oper_main_age"": null, ""dm_sluice_purpose"": null, ""dm_inst_inter_ager"": null, ""dm_no_river_sluice"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00,3
