id,asset_id,document_id,source_id,evidence_type,field_name,numeric_value,text_value,unit,rating_system,observed_at,valid_from,valid_to,authority_level,origin,quality_flag,confidence_score,is_official,is_derived,is_synthetic,processing_method,extraction_metadata,created_at,updated_at
167,1,2,103,ASSET_REGISTRY,wris_registry_record,,Prakasam Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [80.60478283, 16.50628075]}, ""properties"": {""class"": ""Class 1"", ""state"": ""AP"", ""bacode"": ""04"", ""bwa_ht"": null, ""dtcode"": ""Guntur"", ""bwa_hfl"": ""20.726462511"", ""bwa_len"": 1138.73, ""bwa_sed"": null, ""rivcode"": ""Krishna"", ""bwa_name"": ""Prakasam Barrage"", ""objectid"": 685, ""strucode"": ""B00143"", ""bwa_ncity"": ""Guntur"", ""bwa_wd_rb"": null, ""bwa_bay_no"": ""70"", ""bwa_bay_sz"": null, ""bwa_bay_wd"": ""12.19"", ""bwa_cmn_yr"": ""1954"", ""bwa_cmp_yr"": ""1957"", ""bwa_riv_wd"": null, ""bwa_status"": ""Completed"", ""bwa_bay_no2"": ""14"", ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": 33984.0, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": ""Cistern"", ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""17.38"", ""bwa_ses_zone"": ""Seismic Zone-III"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""OT"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Guntur"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
166,182,2,103,ASSET_REGISTRY,wris_registry_record,,Sir Arthur Cotton Barrage /Godavari Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [81.75615385, 16.93630906]}, ""properties"": {""class"": ""Class 1"", ""state"": ""AP"", ""bacode"": ""03"", ""bwa_ht"": null, ""dtcode"": ""East Godavari"", ""bwa_hfl"": null, ""bwa_len"": 3599.0, ""bwa_sed"": null, ""rivcode"": ""Godavari"", ""bwa_name"": ""Sir Arthur Cotton Barrage /Godavari Barrage"", ""objectid"": 682, ""strucode"": ""B00131"", ""bwa_ncity"": ""Kottapeta"", ""bwa_wd_rb"": null, ""bwa_bay_no"": ""175"", ""bwa_bay_sz"": null, ""bwa_bay_wd"": ""18.29"", ""bwa_cmn_yr"": ""1970"", ""bwa_cmp_yr"": null, ""bwa_riv_wd"": ""5860"", ""bwa_status"": ""Completed"", ""bwa_bay_no2"": ""3"", ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": 91475.0, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": ""55.15"", ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": ""6 rows of CC blocks"", ""bwa_mod_oper"": null, ""bwa_pond_lev"": null, ""bwa_ses_zone"": ""Seismic Zone-III"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""OT"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Amlapuram"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
168,183,2,103,ASSET_REGISTRY,wris_registry_record,,Tarakarama Thirtha Sagaram Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [83.4333391, 18.24133711]}, ""properties"": {""class"": ""Class 3"", ""state"": ""AP"", ""bacode"": ""16"", ""bwa_ht"": null, ""dtcode"": ""Vizianagaram"", ""bwa_hfl"": null, ""bwa_len"": 184.0, ""bwa_sed"": null, ""rivcode"": ""Champavathi"", ""bwa_name"": ""Tarakarama Thirtha Sagaram Barrage"", ""objectid"": 688, ""strucode"": ""B00165"", ""bwa_ncity"": ""Vizianagaram"", ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": null, ""bwa_status"": ""Underconstruction"", ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": ""39.5"", ""bwa_disc_df"": 34.12, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": 14, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""44.6"", ""bwa_ses_zone"": ""Seismic Zone-II"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""OG"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Vizianagaram"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
169,184,2,103,ASSET_REGISTRY,wris_registry_record,,Swarnamukhi Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [80.06930247, 14.00638047]}, ""properties"": {""class"": ""Class 3"", ""state"": ""AP"", ""bacode"": ""17"", ""bwa_ht"": ""8.98"", ""dtcode"": ""Sri Potti Sriramulu Nellore"", ""bwa_hfl"": null, ""bwa_len"": 389.5, ""bwa_sed"": null, ""rivcode"": ""Swarnamukhi"", ""bwa_name"": ""Swarnamukhi Barrage"", ""objectid"": 831, ""strucode"": ""B00448"", ""bwa_ncity"": ""Gudur"", ""bwa_wd_rb"": null, ""bwa_bay_no"": ""31"", ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": ""2005"", ""bwa_cmp_yr"": ""2008"", ""bwa_riv_wd"": ""430"", ""bwa_status"": ""Completed"", ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": ""7.25"", ""bwa_disc_df"": 6450.0, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": 34, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": ""D/S PCC Blocks"", ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""9"", ""bwa_ses_zone"": ""Seismic Zone-III"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""FS"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Tirupati"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
170,185,2,103,ASSET_REGISTRY,wris_registry_record,,Neradi Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [83.81016627, 18.99197127]}, ""properties"": {""class"": ""Class 2"", ""state"": ""AP"", ""bacode"": ""16"", ""bwa_ht"": null, ""dtcode"": ""Srikakulam"", ""bwa_hfl"": null, ""bwa_len"": null, ""bwa_sed"": null, ""rivcode"": ""Vamsadhara"", ""bwa_name"": ""Neradi Barrage"", ""objectid"": 972, ""strucode"": ""B00435"", ""bwa_ncity"": ""Pathapatnam"", ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": null, ""bwa_status"": ""Proposed"", ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": null, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": null, ""bwa_ses_zone"": ""Seismic Zone-II"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""OT"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Berhampur."", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
171,186,2,103,ASSET_REGISTRY,wris_registry_record,,Thotapalli Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [83.49661842, 18.78529852]}, ""properties"": {""class"": ""Class 2"", ""state"": ""AP"", ""bacode"": ""16"", ""bwa_ht"": null, ""dtcode"": ""Vizianagaram"", ""bwa_hfl"": null, ""bwa_len"": 221.0, ""bwa_sed"": null, ""rivcode"": ""Nagavali"", ""bwa_name"": ""Thotapalli Barrage"", ""objectid"": 975, ""strucode"": ""B00429"", ""bwa_ncity"": ""Parvathipuram"", ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": null, ""bwa_status"": ""Completed"", ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": ""96"", ""bwa_disc_df"": 4378.0, ""bwa_gate_no"": null, ""bwa_gate_sz"": ""NA"", ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": 14, ""bwa_spil_sz"": null, ""bwa_disc_can"": ""3.26 lakh cusecs"", ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""105"", ""bwa_ses_zone"": ""Seismic Zone-II"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""RD"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Araku"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
172,187,2,103,ASSET_REGISTRY,wris_registry_record,,Gotta Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [83.96260961, 18.68849917]}, ""properties"": {""class"": ""Class 1"", ""state"": ""AP"", ""bacode"": ""16"", ""bwa_ht"": null, ""dtcode"": ""Srikakulam"", ""bwa_hfl"": null, ""bwa_len"": 475.75, ""bwa_sed"": null, ""rivcode"": ""Vamsadhara"", ""bwa_name"": ""Gotta Barrage"", ""objectid"": 976, ""strucode"": ""B00434"", ""bwa_ncity"": ""Pathapatnam"", ""bwa_wd_rb"": null, ""bwa_bay_no"": ""2"", ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": ""475.75"", ""bwa_status"": ""Completed"", ""bwa_bay_no2"": ""2"", ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": 8213.0, ""bwa_gate_no"": 2, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": ""30.48"", ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": ""70.23"", ""bwa_head_ang"": ""27.94"", ""bwa_hyd_enrg"": ""Staggered blocks and cistern under scour sluice"", ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""38.1"", ""bwa_ses_zone"": ""Seismic Zone-II"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": ""OT"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Srikakulam"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
173,188,2,103,ASSET_REGISTRY,wris_registry_record,,Rallapadu Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [79.70833333, 15.04166667]}, ""properties"": {""class"": ""Class 3"", ""state"": ""AP"", ""bacode"": ""16"", ""bwa_ht"": ""9.4"", ""dtcode"": ""Prakasam"", ""bwa_hfl"": null, ""bwa_len"": 2950.0, ""bwa_sed"": null, ""rivcode"": ""Manneru River"", ""bwa_name"": ""Rallapadu Barrage"", ""objectid"": 1063, ""strucode"": ""B00800"", ""bwa_ncity"": ""Kandukur"", ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": ""6.10x3.05"", ""bwa_bay_wd"": null, ""bwa_cmn_yr"": ""1952"", ""bwa_cmp_yr"": ""1958"", ""bwa_riv_wd"": ""315.6"", ""bwa_status"": ""Completed"", ""bwa_bay_no2"": ""2"", ""bwa_comment"": null, ""bwa_crt_vel"": ""35.05"", ""bwa_disc_df"": 7328.540802, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": ""167.6"", ""bwa_name_al"": null, ""bwa_spil_no"": 15, ""bwa_spil_sz"": null, ""bwa_disc_can"": ""Right  main 220 Cusecs, Left  main  100 Cusecs"", ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": ""41.15"", ""bwa_ses_zone"": ""Seismic Zone-III"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": ""cc blocks and bucket"", ""bwa_head_loca"": null, ""bwa_spil_type"": ""OT"", ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Nellore"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
174,189,2,103,ASSET_REGISTRY,wris_registry_record,,Chagallur Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [77.82824068, 14.91841065]}, ""properties"": {""class"": ""CLASS 3"", ""state"": ""AP"", ""bacode"": ""09"", ""bwa_ht"": null, ""dtcode"": ""Anantapur"", ""bwa_hfl"": null, ""bwa_len"": null, ""bwa_sed"": null, ""rivcode"": ""Pennar"", ""bwa_name"": ""Chagallur Barrage"", ""objectid"": 1367, ""strucode"": ""B01201"", ""bwa_ncity"": null, ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": null, ""bwa_status"": null, ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": null, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": null, ""bwa_ses_zone"": ""Seismic Zone-II"", ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": null, ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": ""Anantapur"", ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
175,190,2,103,ASSET_REGISTRY,wris_registry_record,,Vaikuntapuram Barrage,,,,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,AP state filter + external ID + spatial/name resolution,"{""geometry"": {""type"": ""Point"", ""coordinates"": [80.42228184, 16.58160938]}, ""properties"": {""class"": null, ""state"": ""AP"", ""bacode"": ""04"", ""bwa_ht"": null, ""dtcode"": ""Guntur"", ""bwa_hfl"": null, ""bwa_len"": null, ""bwa_sed"": null, ""rivcode"": ""Krishna"", ""bwa_name"": ""Vaikuntapuram Barrage"", ""objectid"": 4332, ""strucode"": ""B01609"", ""bwa_ncity"": null, ""bwa_wd_rb"": null, ""bwa_bay_no"": null, ""bwa_bay_sz"": null, ""bwa_bay_wd"": null, ""bwa_cmn_yr"": null, ""bwa_cmp_yr"": null, ""bwa_riv_wd"": null, ""bwa_status"": null, ""bwa_bay_no2"": null, ""bwa_comment"": null, ""bwa_crt_vel"": null, ""bwa_disc_df"": null, ""bwa_gate_no"": null, ""bwa_gate_sz"": null, ""bwa_head_rb"": null, ""bwa_head_rg"": null, ""bwa_head_wd"": null, ""bwa_name_al"": null, ""bwa_spil_no"": null, ""bwa_spil_sz"": null, ""bwa_disc_can"": null, ""bwa_head_ang"": null, ""bwa_hyd_enrg"": null, ""bwa_mod_oper"": null, ""bwa_pond_lev"": null, ""bwa_ses_zone"": null, ""bwa_spil_cap"": null, ""bwa_spil_lev"": null, ""bwa_typ_wean"": null, ""bwa_gate_type"": null, ""bwa_head_enrg"": null, ""bwa_head_loca"": null, ""bwa_spil_type"": null, ""bwa_cn_gate_no"": null, ""bwa_hoist_arrg"": null, ""bwa_inst_inter"": null, ""bwa_perliament"": null, ""bwa_ph_gate_no"": null, ""bwa_size_head_rg"": null, ""bwa_type_head_rg"": null, ""bwa_oper_main_age"": null, ""bwa_inst_inter_ager"": null, ""bwa_hoist_arr_head_rg"": null}}",2026-08-29T14:45:46.967391+00:00,2026-08-29T14:45:46.967391+00:00
