asset_id,health_score,health_status,risk_score,risk_level,risk_status,confidence,confidence_status,rul_years,rul_status,geometry_status,engineering_status,evidence_status,report_version,updated_at
242,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
243,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
244,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
245,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
246,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
247,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
248,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
249,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
250,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
251,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
252,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
253,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
254,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
255,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
256,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
257,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
258,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
259,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
260,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
261,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
262,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
263,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
264,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
265,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
266,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
267,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
268,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
269,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
270,,WITHHELD_NO_REAL_STRUCTURAL_INSPECTION,,,WITHHELD_NO_AP_STRUCTURAL_RISK_LABEL,,NOT_A_MODEL_CONFIDENCE,,WITHHELD_NO_VALIDATED_RUL_BASIS,REAL_OSM_ALIGNMENT_AVAILABLE,OSM_GEOMETRY_ONLY,OSM_SOURCE_REPORTED,ap_bridge_report_v1,2026-09-03T14:14:16.563564+00:00
