asset_id,osm_way_id,structure_key,bridge_type,actual_length_m,reported_width_m,render_width_m,width_basis,latitude,longitude,actual_geometry,geometry_source,lanes_reported,material_reported,verified_pier_count,pier_count_status,rendering_strategy,rendering_estimated,profile_version,updated_at
2,,VERIFIED_ANCHOR::AP_BR_00001,RAIL,2745.0,,,UNKNOWN_DO_NOT_REPORT,17.0043,81.7787,,NO_OSM_ALIGNMENT_MATCH,1,PRESTRESSED_RCC_TWIN_ARCHES_M45,28,VERIFIED_ENGINEERING_EVIDENCE,VERIFIED_ENGINEERING_PROCEDURAL_FALLBACK,True,ap_bridge_twin_v1,2026-09-03T14:20:59.610477+00:00
4,848381231,NAME::kanaka durga flyover::ROAD,ROAD,2600.0,23.7744,23.7744,VERIFIED_ENGINEERING_EVIDENCE,16.51693282580645,80.60214416774194,"{""type"": ""LineString"", ""coordinates"": [[80.6065084, 16.5123594], [80.6063984, 16.5123736], [80.606035, 16.5124057], [80.6057131, 16.5124314], [80.6053497, 16.5124584], [80.6051847, 16.5124713], [80.6050533, 16.5124764], [80.6049179, 16.512488], [80.6047529, 16.5125124], [80.6045088, 16.512551], [80.6042929, 16.5125857], [80.6040797, 16.5126384], [80.6038136, 16.5127441], [80.6034986, 16.5129448], [80.6033206, 16.5131083], [80.6032208, 16.5132104], [80.6031327, 16.5133097], [80.6030276, 16.5134641], [80.6029273, 16.5136736], [80.6028483, 16.5138789], [80.6027949, 16.5140761], [80.6027471, 16.5142751], [80.6027233, 16.5145212], [80.6027229, 16.5146555], [80.6027394, 16.514876], [80.6027658, 16.5150756], [80.6027828, 16.5151932], [80.6027886, 16.515374], [80.6028255, 16.5157665], [80.6029184, 16.5170116], [80.6029378, 16.5176487], [80.6029435, 16.5179894], [80.602942, 16.5181232], [80.6029337, 16.5182563], [80.6029065, 16.5184315], [80.6028342, 16.5187], [80.6027342, 16.5189179], [80.6026184, 16.5191218], [80.6024582, 16.5193315], [80.6023285, 16.519458], [80.6021688, 16.5195931], [80.6020207, 16.5197012], [80.6019009, 16.5197652], [80.6017377, 16.5198292], [80.6014486, 16.5199002], [80.6009309, 16.5200148], [80.6005908, 16.520102], [80.6004261, 16.5201431], [80.6001182, 16.5202122], [80.5994801, 16.5203543], [80.5992555, 16.5204303], [80.5991433, 16.520472], [80.5990269, 16.5205381], [80.5988278, 16.520698], [80.5985681, 16.5209768], [80.5981515, 16.5214662], [80.5980266, 16.5216003], [80.5979406, 16.5216961], [80.5977713, 16.5218758], [80.5973751, 16.5222841], [80.5970526, 16.5225922], [80.5969463, 16.5227013]]}",OPENSTREETMAP,,LRPC_STRANDS_AND_TMT_REINFORCEMENT,45,VERIFIED_ENGINEERING_EVIDENCE,REAL_OSM_ALIGNMENT_WITH_VERIFIED_ENGINEERING,False,ap_bridge_twin_v1,2026-09-03T14:22:26.767927+00:00
206,22831597,NAME::guntur parchuru road::ROAD,ROAD,40.71,,7.0,VISUALIZATION_ESTIMATE,16.1880994,80.34344565,"{""type"": ""LineString"", ""coordinates"": [[80.3433071, 16.1879737], [80.3435842, 16.1882251]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
207,22838890,REF::nh167::ROAD,ROAD,151.41,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,15.947247650000001,77.3614818,"{""type"": ""LineString"", ""coordinates"": [[77.361291, 15.946592], [77.3616726, 15.9479033]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
208,22838960,NAME::dhone main road::ROAD,ROAD,1269.16,,7.0,VISUALIZATION_ESTIMATE,15.39543645882353,77.87306792058823,"{""type"": ""LineString"", ""coordinates"": [[77.8693101, 15.3935699], [77.8695971, 15.3934587], [77.8709811, 15.3929157], [77.8712574, 15.3928174], [77.8714907, 15.3927657], [77.8716436, 15.3927451], [77.8718823, 15.3927838], [77.8720299, 15.3928459], [77.8721666, 15.3929338], [77.8723018, 15.3930521], [77.8724134, 15.3932544], [77.872519, 15.3935114], [77.8725985, 15.3937302], [77.8727326, 15.3940767], [77.872805, 15.39425], [77.8728694, 15.3943871], [77.8729578, 15.3945293], [77.8730812, 15.3946845], [77.8732019, 15.3948138], [77.87343, 15.3950853], [77.8736043, 15.3953025], [77.8737599, 15.3956645], [77.8738752, 15.3960499], [77.8740496, 15.3965774], [77.8742185, 15.3971412], [77.8743259, 15.3974722], [77.874468, 15.3979066], [77.8746423, 15.398447], [77.8747737, 15.3988815], [77.8748569, 15.3991969], [77.8749025, 15.3993495], [77.8749883, 15.3996004], [77.875219, 15.4003114], [77.8753558, 15.4007278]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
209,30434525,NAME::srinivasa flyover::ROAD,ROAD,1677.21,,7.0,VISUALIZATION_ESTIMATE,13.61954122,79.43290673714286,"{""type"": ""LineString"", ""coordinates"": [[79.4372524, 13.6134877], [79.4370141, 13.6137801], [79.4365817, 13.6143289], [79.4360866, 13.6149575], [79.4360238, 13.6150372], [79.4356704, 13.6154795], [79.4356116, 13.6155532], [79.4353269, 13.6159065], [79.434775, 13.6165915], [79.4346527, 13.6167432], [79.4343863, 13.6170757], [79.4341198, 13.6174084], [79.4339422, 13.61763], [79.4337946, 13.6178118], [79.4336599, 13.6179797], [79.4334378, 13.6182355], [79.4332882, 13.6184244], [79.4329422, 13.6188612], [79.4325859, 13.6192907], [79.4325512, 13.6193338], [79.4323449, 13.6195906], [79.4304235, 13.6220171], [79.4303036, 13.6221849], [79.4302629, 13.6222729], [79.4302332, 13.6224057], [79.4302213, 13.6224843], [79.430207, 13.6229398], [79.4302233, 13.6232375], [79.4302437, 13.6234705], [79.4302673, 13.6236256], [79.4303078, 13.6238204], [79.4304739, 13.6244252], [79.4307713, 13.6255469], [79.4308489, 13.6258392], [79.4308999, 13.6261656]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
210,32872887,OSM_WAY::32872887,ROAD,87.48,,7.0,VISUALIZATION_ESTIMATE,13.529813149999999,79.9092736,"{""type"": ""LineString"", ""coordinates"": [[79.9095964, 13.529576], [79.9089508, 13.5300503]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
211,32873339,OSM_WAY::32873339,ROAD,31.84,,7.0,VISUALIZATION_ESTIMATE,13.5335735,79.89325625000001,"{""type"": ""LineString"", ""coordinates"": [[79.8934035, 13.5335763], [79.893109, 13.5335707]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
212,45022241,REF::nh16::ROAD,ROAD,621.63,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,18.374406399999998,83.9895535,"{""type"": ""LineString"", ""coordinates"": [[83.9922514, 18.375528], [83.9868556, 18.3732848]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
213,45068355,NAME::kanakadurga varadhi vijayawada mangalagiri road old nh16 road::ROAD,ROAD,1832.09,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.493533,80.6270894125,"{""type"": ""LineString"", ""coordinates"": [[80.6312086, 16.4988538], [80.6305275, 16.4979861], [80.6296387, 16.4968205], [80.6285975, 16.4954718], [80.627273, 16.4937861], [80.6248101, 16.4906074], [80.6236825, 16.4891217], [80.6209774, 16.4856166]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
214,45068997,REF::nh16::ROAD,ROAD,214.62,,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,16.741137600000002,81.07732730000001,"{""type"": ""LineString"", ""coordinates"": [[81.0781702, 16.7416666], [81.0764844, 16.7406086]]}",OPENSTREETMAP,3,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
215,47414450,OSM_WAY::47414450,RAIL,531.19,,6.0,VISUALIZATION_ESTIMATE,14.9363522,77.57598996666667,"{""type"": ""LineString"", ""coordinates"": [[77.5750763, 14.9382951], [77.575765, 14.9368124], [77.5771286, 14.9339491]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
216,51774884,NAME::durga temple road::ROAD,ROAD,64.0,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.5117907,80.60650319999999,"{""type"": ""LineString"", ""coordinates"": [[80.6065253, 16.5115037], [80.6064811, 16.5120777]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
217,56683928,NAME::howrah chennai main line godavari arch bridge::RAIL,RAIL,2759.33,,6.0,VISUALIZATION_ESTIMATE,17.0078714,81.7541373,"{""type"": ""LineString"", ""coordinates"": [[81.7411688, 17.0082663], [81.7671058, 17.0074765]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
218,56683933,NAME::howrah chennai main line::RAIL,RAIL,138.74,,6.0,VISUALIZATION_ESTIMATE,17.00745355,81.76775775,"{""type"": ""LineString"", ""coordinates"": [[81.7671058, 17.0074765], [81.7684097, 17.0074306]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
219,56683934,NAME::howrah chennai main line godavari bridge::RAIL,RAIL,2886.01,,6.0,VISUALIZATION_ESTIMATE,16.997362383333332,81.76431923333332,"{""type"": ""LineString"", ""coordinates"": [[81.7694652, 16.9969056], [81.7690633, 16.9971385], [81.7687092, 16.9972717], [81.7683074, 16.9973583], [81.7679279, 16.9973943], [81.7424424, 16.9981059]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
220,58614320,REF::nh16::ROAD,ROAD,416.74,,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,18.33084463333333,83.8843185,"{""type"": ""LineString"", ""coordinates"": [[83.8852069, 18.3319692], [83.8849076, 18.3315959], [83.882841, 18.3289688]]}",OPENSTREETMAP,3,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
221,58614326,NAME::anakapalli main road::ROAD,ROAD,719.47,,7.0,VISUALIZATION_ESTIMATE,17.69046965833333,82.995628025,"{""type"": ""LineString"", ""coordinates"": [[82.9925615, 17.6895453], [82.9934808, 17.6903038], [82.9937181, 17.6904905], [82.9939136, 17.690613], [82.9941285, 17.6906805], [82.9944061, 17.690706], [82.9966407, 17.6907596], [82.9970132, 17.6907498], [82.9973055, 17.6906421], [82.9975269, 17.6905387], [82.9979976, 17.6903717], [82.9988438, 17.6902349]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
222,59991150,OSM_WAY::59991150,AQUEDUCT,601.69,,4.0,VISUALIZATION_ESTIMATE,14.9106612,76.92273829999999,"{""type"": ""LineString"", ""coordinates"": [[76.9200385, 14.911378], [76.9254381, 14.9099444]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
223,62826655,NAME::jaggayyapeta wyra road::ROAD,ROAD,780.45,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.94982346666667,80.21671003333333,"{""type"": ""LineString"", ""coordinates"": [[80.2145159, 16.9465122], [80.2171681, 16.950519], [80.2184461, 16.9524392]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
224,66763306,OSM_WAY::66763306,RAIL,766.1,,6.0,VISUALIZATION_ESTIMATE,16.943134666666666,80.22291986666666,"{""type"": ""LineString"", ""coordinates"": [[80.2259118, 16.9464444], [80.22164, 16.9417321], [80.2212078, 16.9412275]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
225,66763316,NAME::vatsavai penuganchiprolu road::ROAD,ROAD,756.47,,7.0,VISUALIZATION_ESTIMATE,16.90681894,80.2503913,"{""type"": ""LineString"", ""coordinates"": [[80.2482732, 16.9049579], [80.2483639, 16.9050377], [80.250449, 16.9068726], [80.2513548, 16.9076726], [80.2535156, 16.9095539]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
226,77770450,OSM_WAY::77770450,RAIL,563.58,,6.0,VISUALIZATION_ESTIMATE,14.7802267,78.1724306,"{""type"": ""LineString"", ""coordinates"": [[78.170906, 14.7825515], [78.1726651, 14.7798527], [78.1737207, 14.7782759]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
227,77770452,NAME::pulivendula tadipatri road::ROAD,ROAD,565.53,,7.0,VISUALIZATION_ESTIMATE,14.7103435,78.0541131,"{""type"": ""LineString"", ""coordinates"": [[78.0556981, 14.7083146], [78.0525281, 14.7123724]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
228,80253639,NAME::tenali narakoduru road::ROAD,ROAD,492.91,,7.0,VISUALIZATION_ESTIMATE,16.238236483333335,80.64173848333333,"{""type"": ""LineString"", ""coordinates"": [[80.6388706, 16.238749], [80.6408418, 16.2384095], [80.6422326, 16.2381881], [80.6424661, 16.2381477], [80.6426458, 16.2380962], [80.643374, 16.2378284]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
229,85132314,REF::nh216a::ROAD,ROAD,1306.06,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.690309783333333,81.81313016666667,"{""type"": ""LineString"", ""coordinates"": [[81.8165142, 16.6932677], [81.8152728, 16.6921068], [81.8146396, 16.6915184], [81.8140424, 16.6910344], [81.8109709, 16.6884526], [81.8073411, 16.6854788]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
230,90800089,OSM_WAY::90800089,RAIL,73.47,,6.0,VISUALIZATION_ESTIMATE,17.73706145,83.22140784999999,"{""type"": ""LineString"", ""coordinates"": [[83.2214126, 17.7367311], [83.2214031, 17.7373918]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
231,90800129,NAME::port main road flyover::ROAD,ROAD,1705.56,,7.0,VISUALIZATION_ESTIMATE,17.716361066666668,83.28340351904761,"{""type"": ""LineString"", ""coordinates"": [[83.2882738, 17.7164132], [83.287504, 17.7161759], [83.2873063, 17.7161245], [83.2870804, 17.7160838], [83.2868527, 17.7160551], [83.2864388, 17.716034], [83.286135, 17.7160305], [83.2858085, 17.7160539], [83.2855849, 17.716082], [83.2853499, 17.7161209], [83.2849367, 17.7161993], [83.2846498, 17.7162538], [83.2824444, 17.716709], [83.2817661, 17.7168287], [83.281418, 17.7168545], [83.2811215, 17.7168583], [83.2808585, 17.7168423], [83.2803348, 17.7167989], [83.2784734, 17.7165967], [83.2767854, 17.7164227], [83.272351, 17.7160444]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
232,90821557,OSM_WAY::90821557,RAIL,60.36,,6.0,VISUALIZATION_ESTIMATE,17.74081855,83.22737845,"{""type"": ""LineString"", ""coordinates"": [[83.2271938, 17.7410253], [83.2275631, 17.7406118]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
233,90821588,OSM_WAY::90821588,RAIL,60.53,,6.0,VISUALIZATION_ESTIMATE,17.73919585,83.22468645000001,"{""type"": ""LineString"", ""coordinates"": [[83.2249599, 17.7391168], [83.224413, 17.7392749]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
234,90829916,OSM_WAY::90829916,PEDESTRIAN,94.0,,2.5,VISUALIZATION_ESTIMATE,17.72135615,83.28994845,"{""type"": ""LineString"", ""coordinates"": [[83.2903014, 17.7214857], [83.2900899, 17.7214081], [83.2899292, 17.7213491], [83.2894733, 17.7211817]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
235,90829927,OSM_WAY::90829927,PEDESTRIAN,132.65,,2.5,VISUALIZATION_ESTIMATE,17.72058924,83.290229,"{""type"": ""LineString"", ""coordinates"": [[83.2908578, 17.7208188], [83.2903891, 17.7206477], [83.2902289, 17.7205892], [83.2899808, 17.7204986], [83.2896884, 17.7203919]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
236,91559451,REF::nh216::ROAD,ROAD,2580.37,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.0388954,80.88471659999999,"{""type"": ""LineString"", ""coordinates"": [[80.8727339, 16.0374802], [80.8966993, 16.0403106]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
237,91559461,REF::nh216::ROAD,ROAD,394.29,,7.0,ESTIMATED_FROM_LANES_FOR_RENDERING,16.045423550000002,80.90719145,"{""type"": ""LineString"", ""coordinates"": [[80.9059463, 16.0441153], [80.9084366, 16.0467318]]}",OPENSTREETMAP,2,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
238,92192391,NAME::howrah chennai main line::RAIL,RAIL,749.59,,6.0,VISUALIZATION_ESTIMATE,14.470980020000002,79.99000676,"{""type"": ""LineString"", ""coordinates"": [[79.9897905, 14.4752775], [79.9899774, 14.4717432], [79.9900365, 14.4701121], [79.9900866, 14.4692219], [79.9901428, 14.4685454]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
239,92192394,NAME::nellore bypass::ROAD,ROAD,881.82,,10.5,ESTIMATED_FROM_LANES_FOR_RENDERING,14.477251,80.00943588,"{""type"": ""LineString"", ""coordinates"": [[80.0116549, 14.4726323], [80.0101259, 14.4758136], [80.0086534, 14.4788847], [80.0085492, 14.4791036], [80.008196, 14.4798208]]}",OPENSTREETMAP,3,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
240,92192399,OSM_WAY::92192399,ROAD,754.28,,7.0,VISUALIZATION_ESTIMATE,14.472898133333333,79.99077026666667,"{""type"": ""LineString"", ""coordinates"": [[79.9910074, 14.4684936], [79.9906607, 14.474933], [79.9906427, 14.4752678]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
241,97032099,OSM_WAY::97032099,ROAD,114.78,,7.0,VISUALIZATION_ESTIMATE,13.72883275,80.20948369999999,"{""type"": ""LineString"", ""coordinates"": [[80.208962, 13.728735], [80.2100054, 13.7289305]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
242,97032104,NAME::shar road::ROAD,ROAD,13.88,,7.0,VISUALIZATION_ESTIMATE,13.78326555,80.18433644999999,"{""type"": ""LineString"", ""coordinates"": [[80.1843121, 13.7832078], [80.1843608, 13.7833233]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
243,97032148,OSM_WAY::97032148,ROAD,23.42,,7.0,VISUALIZATION_ESTIMATE,13.706964150000001,80.2316538,"{""type"": ""LineString"", ""coordinates"": [[80.2317621, 13.70696], [80.2315455, 13.7069683]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
244,97032159,OSM_WAY::97032159,ROAD,63.15,,7.0,VISUALIZATION_ESTIMATE,13.73053345,80.21925139999999,"{""type"": ""LineString"", ""coordinates"": [[80.2189636, 13.7304837], [80.2195392, 13.7305832]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
245,97032162,NAME::shar road::ROAD,ROAD,13.25,,7.0,VISUALIZATION_ESTIMATE,13.81216895,80.24191160000001,"{""type"": ""LineString"", ""coordinates"": [[80.2418504, 13.8121647], [80.2419728, 13.8121732]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
246,97032221,OSM_WAY::97032221,ROAD,16.03,,7.0,VISUALIZATION_ESTIMATE,13.7065894,80.2273188,"{""type"": ""LineString"", ""coordinates"": [[80.227393, 13.7065879], [80.2272446, 13.7065909]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
247,97032233,OSM_WAY::97032233,ROAD,75.5,,7.0,VISUALIZATION_ESTIMATE,13.70642805,80.23457005,"{""type"": ""LineString"", ""coordinates"": [[80.2345291, 13.7060909], [80.234611, 13.7067652]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
248,97032248,OSM_WAY::97032248,ROAD,89.73,,7.0,VISUALIZATION_ESTIMATE,13.77630225,80.24100585,"{""type"": ""LineString"", ""coordinates"": [[80.2409557, 13.7759017], [80.241056, 13.7767028]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
249,97032273,OSM_WAY::97032273,ROAD,17.24,,7.0,VISUALIZATION_ESTIMATE,13.7000816,80.16784455,"{""type"": ""LineString"", ""coordinates"": [[80.1678529, 13.7000045], [80.1678362, 13.7001587]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
250,97471765,OSM_WAY::97471765,RAIL,2754.7,,6.0,VISUALIZATION_ESTIMATE,17.0074203,81.75417594999999,"{""type"": ""LineString"", ""coordinates"": [[81.7671233, 17.007046], [81.7412286, 17.0077946]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
251,97471800,OSM_WAY::97471800,PEDESTRIAN,132.5,,2.5,VISUALIZATION_ESTIMATE,16.9846004,81.78439485,"{""type"": ""LineString"", ""coordinates"": [[81.7849205, 16.9849202], [81.7838692, 16.9842806]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
252,97689841,OSM_WAY::97689841,PEDESTRIAN,66.65,,2.5,VISUALIZATION_ESTIMATE,15.833028725,78.03244975,"{""type"": ""LineString"", ""coordinates"": [[78.0327184, 15.8329916], [78.0325924, 15.833012], [78.0323869, 15.8330377], [78.0321013, 15.8330736]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
253,97689881,OSM_WAY::97689881,RAIL,900.02,,6.0,VISUALIZATION_ESTIMATE,15.848653599999999,78.03941545,"{""type"": ""LineString"", ""coordinates"": [[78.041333, 15.8522558], [78.0374979, 15.8450514]]}",OPENSTREETMAP,,,,UNKNOWN_DO_NOT_REPORT,REAL_OSM_ALIGNMENT_PROCEDURAL_3D,True,ap_bridge_twin_v1,2026-09-03T14:14:16.563564+00:00
